################ TRAINING REPORT #################
# Images path   | ./dataset/parking/pklot/subset_of_mypklot/training/
# Validation    | 0.30
# Images size   | (64,64)
# Architecure   | myvgg
# Bacth Size    | 512
# Snap/Epoch    | 5
# Max epochs    | 500
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,51.48,0.00,51.38,0.00,51.37,0.00,False
98.90,99.73,82.07,89.95,92.81,96.69,149.63,True
99.89,99.98,85.85,92.66,95.25,98.27,293.20,True
99.98,99.98,84.31,89.95,94.68,96.55,435.73,False
99.95,100.00,86.91,92.13,95.54,97.70,576.42,True
100.00,100.00,84.41,89.79,94.82,97.12,717.27,False
100.00,100.00,85.37,90.74,94.82,97.27,857.60,False
100.00,100.00,87.34,92.55,95.83,98.13,997.76,True
100.00,100.00,88.40,93.09,95.97,98.13,1138.86,True
100.00,100.00,85.96,91.12,95.54,97.12,1279.33,False
100.00,100.00,85.53,90.37,96.12,97.99,1418.89,True
100.00,100.00,86.44,91.22,95.54,97.70,1558.96,False
99.98,99.98,88.30,92.55,96.69,98.13,1699.29,True
100.00,100.00,85.80,91.06,95.83,97.70,1840.52,False
100.00,100.00,88.35,92.29,96.26,98.13,1980.01,False
100.00,100.00,87.98,92.02,95.68,97.55,2119.55,False
100.00,100.00,88.72,92.71,96.55,97.99,2259.03,True
100.00,100.00,89.41,92.87,96.98,98.42,2399.46,True
100.00,100.00,88.40,92.55,96.55,98.13,2540.05,False
100.00,100.00,88.24,91.97,97.12,98.27,2679.63,True
100.00,100.00,87.23,91.60,96.55,97.55,2820.73,False
100.00,100.00,87.93,91.76,96.12,98.13,2960.54,False
100.00,100.00,88.24,92.02,97.41,98.13,3100.28,True
100.00,100.00,90.43,93.30,97.41,98.42,3240.72,True
100.00,100.00,90.11,93.19,96.98,98.42,3381.43,False
99.95,100.00,89.95,93.03,97.12,97.84,3520.98,False
99.98,100.00,89.15,92.29,96.98,98.27,3661.38,False
100.00,100.00,89.31,92.39,96.69,97.99,3802.72,False
100.00,100.00,89.36,92.45,96.40,98.42,3942.09,False
100.00,100.00,89.68,93.03,96.69,98.42,4081.78,False
100.00,100.00,88.09,90.90,96.83,98.13,4221.90,False
100.00,100.00,89.73,92.71,97.27,97.99,4361.86,False
99.98,100.00,89.84,92.55,97.70,98.27,4502.20,True
100.00,100.00,88.19,91.06,96.55,97.55,4642.71,False
100.00,100.00,87.87,91.28,96.98,98.27,4782.03,False
100.00,100.00,91.01,93.03,97.84,98.71,4922.22,True
100.00,100.00,89.15,92.23,96.98,98.13,5062.82,False
100.00,100.00,88.88,92.18,96.98,98.27,5203.87,False
100.00,100.00,89.10,92.02,97.27,98.13,5343.74,False
100.00,100.00,89.73,92.50,97.55,98.56,5483.61,False
100.00,100.00,88.62,92.18,96.69,98.13,5623.59,False
100.00,100.00,90.05,92.13,96.83,98.42,5763.62,False
100.00,100.00,90.43,93.24,97.84,97.99,5903.21,False
100.00,100.00,86.28,90.43,96.98,97.99,6042.84,False
100.00,100.00,90.16,92.39,97.99,98.71,6182.49,True
100.00,100.00,89.36,91.91,97.84,98.42,6323.05,False
99.98,100.00,87.87,91.44,97.12,98.13,6462.72,False
100.00,100.00,89.79,92.61,97.84,98.56,6602.55,False
100.00,100.00,88.78,92.34,96.98,97.99,6742.77,False
100.00,100.00,91.76,93.56,97.55,98.56,6883.06,True
100.00,100.00,89.84,92.61,97.12,98.13,7023.51,False
100.00,100.00,89.95,92.66,97.27,98.56,7163.98,False
100.00,100.00,90.37,93.09,97.99,98.27,7303.87,False
99.98,100.00,88.72,92.18,97.12,97.55,7443.82,False
100.00,100.00,90.11,92.61,97.84,98.56,7583.73,False
100.00,100.00,88.94,92.13,97.55,98.56,7724.00,False
100.00,100.00,89.26,92.02,96.40,98.13,7864.15,False
100.00,100.00,89.26,92.23,96.69,98.13,8003.94,False
100.00,100.00,90.32,93.19,97.55,98.56,8143.05,False
100.00,100.00,88.51,91.91,97.27,98.56,8283.66,False
100.00,100.00,91.76,93.56,97.55,98.56,8283.66,False
